Order_ID,Date,Product,Category,Quantity,Unit_Price,Discount,Customer_Age,Payment_Method,Store_Location
ORD-103177,11/21/2023,Biography,Books,7,156.5,0.05,71,PayPal,Houston
ORD-105073,12/14/2023,Headphones,Electronics,3,,0,25,PayPal,Los Angeles
ORD-103360,8/19/2023,Hoodie,Clothing,8,172.89,0.2,65,Cash,Online
ORD-108883,8/16/2023,USB-C Cable,Electronics,7,184.54,0.2,18,Credit Card,Phoenix
ORD-107819,9/9/2023,T-Shirt,Clothing,8,197.46,0.1,25,Cash,Houston
ORD-106977,7/28/2023,Lip Balm,Beauty,8,465.39,0,74,Cash,Houston
ORD-103290,10/29/2023,Coffee Maker,Home & Kitchen,5,103.73,0.05,72,PayPal,Los Angeles
ORD-106880,7/28/2023,Mug,Home & Kitchen,7,499.22,0.2,66,cash,Online
ORD-108985,3/29/2023,Cookware Set,Home & Kitchen,9,101.91,0,33,Cash,Houston
ORD-108112,1/14/2023,Air Fryer,Home & Kitchen,9,50000,0.2,43,Apple Pay,Online
ORD-106023,4/10/2023,Data Science 101,Books,6,228.58,0.1,56,Apple Pay,Houston
ORD-107343,2/25/2023,Hoodie,Clothing,1,291.1,0.05,35,Apple Pay,Phoenix
ORD-101052,10/12/2023,Monitor,Electronics,3,449.9,0,48,Debit Card,Online
ORD-104070,12/4/2023,Data Science 101,Books,4,365.74,0.05,55,Cash,Phoenix
ORD-106608,9/4/2023,Jacket,Clothing,5,63.98,0.1,47,Debit Card,NEW YORK
ORD-105921,3/21/2023,Python Guide,Books,6,493.91,0,27,Debit Card,Phoenix
ORD-100273,6/2/2023,T-Shirt,Clothing,2,120.64,0,70,Cash,Chicago
ORD-102043,1/10/2023,Perfume,Beauty,8,428.28,0.1,29,Debit Card,New York
ORD-104764,6/29/2023,Hoodie,Clothing,-1,433.61,0.05,56,Credit Card,New York
ORD-105310,11/14/2023,Mug,Home & Kitchen,9,456.95,0.15,57,Debit Card,Chicago
ORD-108964,5/15/2023,Sunscreen,Beauty,7,206.35,0,34,Debit Card,Phoenix
ORD-105642,3/14/2023,Coffee Maker,Home & Kitchen,8,403.14,0.1,-5,Debit Card,Phoenix
ORD-101087,2/8/2023,Cookware Set,Home & Kitchen,4,309.13,0.05,,Apple Pay,Phoenix
ORD-106187,8/1/2023,Fiction Novel,Books,4,452.25,0.05,-1,PayPal,Houston
ORD-106772,9/5/2023,Air Fryer,Home & Kitchen,7,169.03,0.2,40,apple pay,Chicago
ORD-105832,3/26/2023,USB-C Cable,Electronics,5,394.92,0.2,40,Debit Card,Chicago
ORD-107121,4/18/2023,Hoodie,Clothing,4,308.74,0.15,74,Debit Card,Online
ORD-104323,8/19/2023,Sunscreen,Beauty,9,-5,0.2,73,Credit Card,Los Angeles
ORD-107404,8/22/2023,Headphones,Electronics,9,86.69,0.05,55,PayPal,Houston
ORD-108678,5/7/2023,Lip Balm,Beauty,6,319.76,0.15,41,debit card,Houston
ORD-105971,5/20/2023,Monitor,Electronics,9,11.28,0.05,30,Cash,Phoenix
ORD-105886,3/10/2023,Wireless Mouse,Electronics,8,253.36,0.1,46,Cash,Online
ORD-105465,10/1/2023,Python Guide,Books,6,436.1,0.2,64,DEBIT CARD,Online
ORD-106591,6/15/2023,Fiction Novel,Books,4,444.16,0.05,200,Apple Pay,Chicago
ORD-104710,4/17/2023,History Book,Books,2,478.74,0.15,30,Apple Pay,Online
ORD-109180,10/12/2023,Biography,Books,3,50000,0,34,Apple Pay,Chicago
ORD-108401,1/26/2023,Blender,Home & Kitchen,4,400.65,0,19,PayPal,Los Angeles
ORD-106005,2/11/2023,Mug,Home & Kitchen,7,217.07,0.1,47,PayPal,New York
ORD-107234,9/4/2023,Data Science 101,Books,6,120.05,0.2,,Debit Card,Los Angeles
ORD-103479,5/26/2023,Mug,Home & Kitchen,8,110.67,0.1,35,PayPal,Los Angeles
ORD-107583,9/22/2023,Data Science 101,Books,7,465.51,0.1,65,,Chicago
ORD-103925,9/21/2023,Python Guide,Books,7,362.71,0.05,150,Debit Card,Houston
ORD-101749,6/12/2023,Blender,Home & Kitchen,6,57.61,0.05,28,Cash,Los Angeles
ORD-100733,10/7/2023,Monitor,Electronics,1,207.66,0.1,57,Debit Card,Los Angeles
ORD-102554,6/14/2023,Mechanical Keyboard,Electronics,7,468.49,0.05,71,Debit Card,Houston
ORD-105822,4/28/2023,Blender,Home & Kitchen,3,312.57,0.15,63,Apple Pay,Chicago
ORD-105283,11/7/2023,Monitor,Electronics,5,283.86,0.15,38,Credit Card,Los Angeles
ORD-102663,2/26/2023,Jeans,Clothing,4,18.04,0,40,PayPal,Online
ORD-107301,5/22/2023,Cookware Set,Home & Kitchen,5,44.17,0.2,20,PayPal,Online
ORD-106222,Invalid_Date,Jeans,Clothing,5,379.34,0.1,45,PayPal,Houston
ORD-103114,1/15/2023,Wireless Mouse,Electronics,4,389.53,0,27,Cash,Online
ORD-103304,10/2/2023,Mug,Home & Kitchen,5,164.1,0.15,54,Cash,Houston
ORD-101345,3/12/2023,Jeans,Clothing,6,454.89,0.05,44,Debit Card,Houston
ORD-101691,5/29/2023,Sunscreen,Beauty,5,374.49,0.15,29,Debit Card,Phoenix
ORD-105365,12/1/2023,USB-C Cable,Electronics,3,99.21,0,69,Debit Card,Chicago
ORD-106936,2023-13-45,Headphones,Electronics,8,141.27,0.1,18,Credit Card,Los Angeles
ORD-105049,7/14/2023,Monitor,Electronics,5,378.33,0.05,60,Apple Pay,Phoenix
ORD-105387,12/8/2023,Python Guide,Books,-1,241.41,0.05,43,Apple Pay,Los Angeles
ORD-103309,2/2/2023,Jeans,Clothing,5,224.85,0.15,40,Credit Card,Chicago
ORD-101505,3/5/2023,Cookware Set,Home & Kitchen,1,482.98,0.1,19,PayPal,Houston
ORD-101807,3/3/2023,Perfume,Beauty,6,142.68,0.05,60,Apple Pay,Los Angeles
ORD-106655,1/7/2023,Socks,Clothing,7,223.12,0,27,Credit Card,Online
ORD-105731,8/13/2023,Moisturizer,Beauty,7,361.08,0.2,999,Cash,Phoenix
ORD-103792,9/19/2023,Fiction Novel,Books,8,195.5,0.1,54,Apple Pay,Chicago
ORD-105218,12/4/2023,T-Shirt,Clothing,6,252.83,0.1,19,Debit Card,Phoenix
ORD-109803,9/5/2023,Mug,Home & Kitchen,8,276.23,0.05,42,APPLE PAY,Chicago
ORD-107809,1/15/2023,Air Fryer,Home & Kitchen,8,108.09,0.2,59,Debit Card,Chicago
ORD-106435,3/27/2023,Sunscreen,Beauty,6,96.58,0.1,26,Apple Pay,Houston
ORD-105999,6/10/2023,Moisturizer,Beauty,5,,0.05,36,Credit Card,Online
ORD-107740,1/9/2023,T-Shirt,Clothing,5,120.7,0.2,51,Debit Card,Online
ORD-101849,2/25/2023,Python Guide,Books,8,475.17,0,29,CASH,Los Angeles
ORD-104513,Invalid_Date,Fiction Novel,Books,4,295.07,0.05,28,Apple Pay,Online
ORD-102432,5/29/2023,Jacket,Clothing,7,190.87,0.05,73,Cash,Los Angeles
ORD-104661,12/12/2023,Blender,Home & Kitchen,9,156.39,0.05,18,Apple Pay,New York
ORD-107262,1/24/2023,Air Fryer,Home & Kitchen,8,218.43,0.15,69,Debit Card,Houston
ORD-105956,7/16/2023,Headphones,Electronics,4,380.2,0.05,60,Credit Card,Phoenix
ORD-100143,6/15/2023,Perfume,Beauty,2,9999.99,0,41,Apple Pay,Houston
ORD-109020,8/21/2023,Biography,Books,1,469.37,0.15,150,Cash,Phoenix
ORD-109446,2/6/2023,Monitor,Electronics,8,498.14,0.1,23,Apple Pay,Phoenix
ORD-105291,9/5/2023,Air Fryer,Home & Kitchen,9,310.98,0.15,20,Debit Card,Houston
ORD-109456,2/28/2023,Mug,Home & Kitchen,7,255.21,0.05,29,Cash,Chicago
ORD-103410,7/9/2023,Fiction Novel,Books,8,390.38,0,62,apple pay,Houston
ORD-101118,4/28/2023,Blender,Home & Kitchen,5,53,0.05,64,Credit Card,Houston
ORD-101757,2/17/2023,Moisturizer,BEAUTY,6,208.91,0.1,38,Cash,Online
ORD-100498,7/17/2023,Data Science 101,Books,6,323.07,0.15,37,Credit Card,Los Angeles
ORD-107915,1/29/2023,Jacket,Clothing,7,314.27,0.1,74,Cash,Online
ORD-100871,4/23/2023,T-Shirt,Clothing,2,326.51,0.05,37,PayPal,Houston
ORD-103358,8/16/2023,Air Fryer,Home & Kitchen,8,122.28,0.05,29,Debit Card,New York
ORD-100913,7/19/2023,Mug,Home & Kitchen,6,303.91,0,23,Credit Card,Los Angeles
ORD-100722,6/30/2023,Mechanical Keyboard,Electronics,4,196.23,0.1,35,Cash,Houston
ORD-102806,8/18/2023,Blender,Home & Kitchen,7,49.04,0.2,39,Apple Pay,Houston
ORD-108820,11/7/2023,Python Guide,Books,3,60.41,0,52,DEBIT CARD,Los Angeles
ORD-100887,7/26/2023,Mechanical Keyboard,Electronics,7,311.4,0.2,47,PayPal,Phoenix
ORD-109881,11/7/2023,USB-C Cable,Electronics,3,444.17,0,68,Cash,Online
ORD-107517,1/12/2023,History Book,Books,7,184.27,0.1,58,Apple Pay,Los Angeles
ORD-107646,10/1/2023,USB-C Cable,Electronics,1,117.62,0,20,Credit Card,New York
ORD-101521,2/17/2023,Socks,Clothing,5,436.84,0,74,Cash,Online
ORD-108947,5/30/2023,Biography,Books,8,250.44,0.05,39,PayPal,Chicago
ORD-102747,10/2/2023,USB-C Cable,Electronics,9,9999.99,0.2,32,Apple Pay,Online
ORD-108264,11/14/2023,Cookware Set,Home & Kitchen,3,284.02,0.2,30,PayPal,Los Angeles
ORD-106157,12/12/2023,Wireless Mouse,Electronics,7,336.85,0.05,200,Apple Pay,Online
ORD-100315,6/23/2023,T-Shirt,Clothing,8,386.61,0.05,69,Credit Card,Chicago
ORD-101800,7/29/2023,USB-C Cable,Electronics,5,418.61,0,23,PayPal,Los Angeles
ORD-100328,11/1/2023,Headphones,Electronics,2,25.39,0.1,20,PayPal,Phoenix
ORD-106018,10/15/2023,Lip Balm,Beauty,0,49.33,0.1,31,PayPal,Chicago
ORD-104205,1/15/2023,Hoodie,Clothing,5,426.01,0.1,65,Apple Pay,New York
ORD-103130,3/23/2023,Mechanical Keyboard,Electronics,3,60.74,0.2,46,PayPal,Chicago
ORD-107316,11/5/2023,History Book,Books,7,195.09,0.15,40,Cash,Online
ORD-109271,2/27/2023,Hoodie,CLOTHING,5,375.64,0.1,58,PayPal,Houston
ORD-103969,1/15/2023,Socks,Clothing,5,485.34,0.2,18,PayPal,Online
ORD-106121,5/16/2023,Data Science 101,Books,4,421.39,0.05,0,Debit Card,Chicago
ORD-107112,12/31/2023,Shampoo,Beauty,8,286.72,0.05,60,Apple Pay,New York
ORD-101974,6/22/2023,Jeans,Clothing,7,376.05,0.2,27,PayPal,Chicago
ORD-100337,5/11/2023,Lip Balm,Beauty,8,487.52,0.15,27,Credit Card,Houston
ORD-102765,12/4/2023,Python Guide,Books,9,37.75,0.1,-5,Cash,New York
ORD-108164,4/13/2023,Wireless Mouse,Electronics,5,31.8,0.1,70,Debit Card,Houston
ORD-100276,2/21/2023,Cookware Set,Home & Kitchen,2,87.68,0.15,25,Apple Pay,New York
ORD-102986,9/3/2023,Sunscreen,Beauty,4,348.67,0.1,62,Debit Card,Chicago
ORD-106022,7/10/2023,USB-C Cable,Electronics,9,326.93,0.2,33,,Online
ORD-107822,10/19/2023,Socks,Clothing,5,332.86,0,44,Apple Pay,Phoenix
ORD-103478,1/9/2023,Mug,Home & Kitchen,4,158.97,0,55,Debit Card,Phoenix
ORD-105594,2/17/2023,Python Guide,Books,7,499.4,0,39,Debit Card,Phoenix
ORD-103559,6/2/2023,Wireless Mouse,Electronics,2,71.76,0.05,46,Apple Pay,Online
ORD-102810,10/17/2023,Headphones,Electronics,2,153.61,0.15,36,Apple Pay,Chicago
ORD-109384,3/14/2023,Blender,Home & Kitchen,2,299.06,0.05,31,Credit Card,Houston
ORD-104862,10/19/2023,Biography,Books,2,29.13,0.05,72,Apple Pay,Los Angeles
ORD-107024,4/9/2023,Fiction Novel,Books,6,10.51,0.2,49,Credit Card,Los Angeles
ORD-105247,7/21/2023,Moisturizer,Beauty,7,475.78,0.15,21,Apple Pay,Houston
ORD-103417,9/17/2023,Blender,Home & Kitchen,2,225.58,0,51,Cash,New York
ORD-100308,6/24/2023,Python Guide,Books,4,420.77,0.15,39,Debit Card,Phoenix
ORD-103909,1/15/2023,Air Fryer,Home & Kitchen,4,311.48,0.15,61,Credit Card,New York
ORD-100349,2023-13-45,Socks,Clothing,2,52.15,0.1,42,Debit Card,Houston
ORD-100827,11/10/2023,Python Guide,Books,1,341.05,0,56,Credit Card,LOS ANGELES
ORD-105297,Invalid_Date,Headphones,Electronics,5,333.87,0.05,42,PayPal,Online
ORD-109784,3/29/2023,Wireless Mouse,Electronics,2,14.25,0.2,54,Cash,Chicago
ORD-104483,11/22/2023,T-Shirt,Clothing,5,342.81,0.1,46,PayPal,Houston
ORD-107014,2/9/2023,Jeans,Clothing,6,18.61,0.2,44,Cash,HOUSTON
ORD-103683,9/24/2023,History Book,Books,6,471.25,0.15,39,PayPal,Online
ORD-106265,2/17/2023,Sunscreen,Beauty,3,157.5,0.2,30,Apple Pay,Houston
ORD-109149,9/19/2023,Sunscreen,Beauty,5,304.65,0.15,44,Cash,Online
ORD-102054,12/20/2023,Air Fryer,Home & Kitchen,9,128.73,0.15,32,Credit Card,Phoenix
ORD-100072,2/20/2023,Lip Balm,Beauty,7,337.65,0,39,Credit Card,Online
ORD-105875,2/25/2023,Python Guide,Books,8,368.41,0.05,73,Credit Card,Online
ORD-108626,11/15/2023,Python Guide,Books,6,189.43,0.05,43,Debit Card,Online
ORD-106696,12/7/2023,Mug,Home & Kitchen,2,188.16,0,67,Apple Pay,New York
ORD-108417,2023-13-45,Cookware Set,Home & Kitchen,3,458.31,0.1,51,Credit Card,New York
ORD-105357,8/16/2023,Shampoo,Beauty,0,165.71,0.05,26,PayPal,Online
ORD-101667,6/3/2023,Jacket,Clothing,5,173.87,0.15,50,Debit Card,Phoenix
ORD-106598,7/29/2023,Blender,Home & Kitchen,9,209.55,0.1,23,Cash,Los Angeles
ORD-106903,5/11/2023,Moisturizer,Beauty,8,392.26,0.05,18,Credit Card,Online
ORD-105729,5/20/2023,USB-C Cable,Electronics,7,160.44,0.15,66,Cash,New York
ORD-101446,1/2/2023,Jacket,Clothing,5,473.91,0,24,Apple Pay,New York
ORD-105583,2/13/2023,Socks,Clothing,2,,0.15,57,Credit Card,Los Angeles
ORD-105994,1/28/2023,Headphones,Electronics,1,50000,0.2,37,Cash,Los Angeles
ORD-101696,1/29/2023,Biography,Books,3,13.73,0.2,34,Debit Card,Phoenix
ORD-102893,5/23/2023,Mechanical Keyboard,Electronics,6,31.41,0.2,22,Credit Card,Online
ORD-107643,11/8/2023,Mechanical Keyboard,Electronics,9,53.84,0.15,47,Cash,Online
ORD-101575,8/8/2023,Jeans,Clothing,2,9999.99,0.05,71,Credit Card,Houston
ORD-103204,9/22/2023,Biography,Books,5,82.06,0.15,73,Credit Card,Houston
ORD-104406,6/26/2023,History Book,Books,2,98.99,0.1,29,Debit Card,New York
ORD-101631,12/11/2023,Jacket,Clothing,2,196.69,0.05,69,PayPal,New York
ORD-108301,11/20/2023,Cookware Set,Home & Kitchen,2,296.75,0.05,34,PayPal,Phoenix
ORD-101882,4/23/2023,Sunscreen,Beauty,4,152.94,0.15,49,Apple Pay,Online
ORD-105113,6/22/2023,Mechanical Keyboard,Electronics,8,76.19,0.2,40,Cash,Online
ORD-105075,12/14/2023,Mechanical Keyboard,Electronics,9,41.32,0.1,33,PayPal,Phoenix
ORD-109084,12/3/2023,USB-C Cable,Electronics,3,189.31,0.1,18,PayPal,Houston
ORD-105957,3/23/2023,Air Fryer,Home & Kitchen,1,192.51,0.15,N/A,Apple Pay,Phoenix
ORD-100849,6/27/2023,Lip Balm,Beauty,1,294.41,0.15,68,Debit Card,Online
ORD-106392,11/13/2023,Blender,Home & Kitchen,9,351.53,0.15,29,Debit Card,New York
ORD-109015,2023-13-45,Blender,Home & Kitchen,8,239.25,0.1,48,Cash,Chicago
ORD-108067,7/10/2023,History Book,Books,7,284.91,0,61,Cash,Phoenix
ORD-102878,11/6/2023,Perfume,Beauty,9,92.77,0.2,18,Debit Card,Los Angeles
ORD-100187,11/5/2023,Monitor,Electronics,1,450.29,0.1,56,Cash,Los Angeles
ORD-103780,5/23/2023,USB-C Cable,Electronics,7,199.1,0,70,PayPal,Chicago
ORD-101831,9/1/2023,Biography,Books,5,358.78,0.1,64,Credit Card,Online
ORD-102960,2/21/2023,Air Fryer,Home & Kitchen,6,289.26,0,68,Apple Pay,Houston
ORD-109516,3/15/2023,Mug,Home & Kitchen,7,243.13,0.1,34,Cash,Houston
ORD-106806,10/24/2023,USB-C Cable,Electronics,1,226.88,0,999,Cash,Houston
ORD-101235,7/6/2023,Perfume,Beauty,Unknown,100.61,0.05,19,Apple Pay,New York
ORD-106365,6/29/2023,Hoodie,Clothing,7,364.06,0.15,64,Cash,New York
ORD-103916,7/3/2023,Wireless Mouse,Electronics,2,104.71,0.05,57,PayPal,Chicago
ORD-100447,Invalid_Date,Coffee Maker,Home & Kitchen,4,188.85,0.1,38,Debit Card,Los Angeles
ORD-100845,8/3/2023,T-Shirt,Clothing,9,176.75,0.1,38,Apple Pay,Online
ORD-107914,9/18/2023,Monitor,Electronics,8,340.69,0.15,68,Credit Card,Phoenix
ORD-106153,8/8/2023,Lip Balm,Beauty,8,194.38,0.05,66,Debit Card,Houston
ORD-105765,2/28/2023,Headphones,Electronics,4,466.3,0.1,26,Cash,Phoenix
ORD-102441,5/20/2023,Perfume,Beauty,3,422.52,0.05,28,PayPal,Online
ORD-103104,10/23/2023,Data Science 101,Books,8,235.98,0,42,Credit Card,Chicago
ORD-108841,8/9/2023,Mechanical Keyboard,Electronics,3,14.27,0.15,150,Credit Card,Phoenix
ORD-107563,12/20/2023,Socks,Clothing,8,394.58,0,47,Debit Card,Los Angeles
ORD-106026,7/19/2023,Python Guide,Books,1,443.2,0.15,19,Apple Pay,New York
ORD-101295,1/13/2023,Lip Balm,Beauty,4,260.73,0,21,Credit Card,Phoenix
ORD-105426,4/28/2023,T-Shirt,Clothing,4,440.63,0.05,200,Debit Card,Chicago
ORD-109286,4/12/2023,Socks,Clothing,6,225.61,0.1,,Debit Card,Houston
ORD-105068,8/23/2023,Data Science 101,Books,7,480.8,0.1,33,Cash,Online
ORD-103443,11/28/2023,Coffee Maker,Home & Kitchen,7,329.51,0.1,57,Credit Card,New York
ORD-108698,10/13/2023,Perfume,Beauty,1,430.04,0.2,34,Apple Pay,New York
ORD-107999,12/23/2023,Data Science 101,Books,5,42.67,0.15,-1,Cash,New York
ORD-104322,11/13/2023,Python Guide,Books,4,259.08,0,30,Cash,Chicago
ORD-106508,7/14/2023,Jeans,Clothing,1,52.71,0.15,45,Credit Card,Online
ORD-100777,2/10/2023,Headphones,Electronics,6,38.83,0.15,61,Credit Card,Phoenix
ORD-100577,12/14/2023,Blender,Home & Kitchen,3,122.53,,21,Cash,Chicago
ORD-102154,1/18/2023,Mechanical Keyboard,Electronics,7,113.96,0.15,37,Debit Card,Los Angeles
ORD-104921,2/18/2023,Sunscreen,Beauty,5,357.89,0.1,47,Debit Card,New York
ORD-106665,7/16/2023,History Book,Books,1,64.6,0.15,-5,PayPal,Los Angeles
ORD-109775,5/15/2023,Hoodie,Clothing,5,376.04,0,69,Apple Pay,Chicago
ORD-105899,2/13/2023,Air Fryer,home & kitchen,2,438.48,0,73,Apple Pay,Online
ORD-103791,9/28/2023,Headphones,Electronics,2,254.09,0.1,45,Debit Card,Phoenix
ORD-108679,7/8/2023,Blender,Home & Kitchen,9,7.01,,67,PayPal,Phoenix
ORD-103184,9/2/2023,Hoodie,Clothing,4,292.19,,32,Apple Pay,Chicago
ORD-109835,5/14/2023,Monitor,Electronics,1,348.6,0,Unknown,Credit Card,Los Angeles
ORD-103200,11/3/2023,Python Guide,Books,4,411.23,0,34,Apple Pay,Houston
ORD-107486,9/1/2023,Blender,Home & Kitchen,2,74.88,0.2,42,Cash,Houston
ORD-101290,10/14/2023,Cookware Set,Home & Kitchen,8,417.91,0,38,Apple Pay,Phoenix
ORD-104582,9/10/2023,Air Fryer,Home & Kitchen,4,451.1,0.15,37,Credit Card,Houston
ORD-106606,10/20/2023,Coffee Maker,Home & Kitchen,1,-1,0,73,PayPal,Los Angeles
ORD-109202,2/12/2023,Lip Balm,Beauty,4,437.57,0.05,200,Debit Card,Phoenix
ORD-107620,4/10/2023,Biography,Books,8,,0.2,55,PayPal,New York
ORD-107226,2023-13-45,Hoodie,Clothing,5,405.35,0.2,20,Cash,Chicago
ORD-104107,2/12/2023,Fiction Novel,Books,9,324.61,0.2,26,PayPal,New York
ORD-104127,5/2/2023,Socks,Clothing,8,438.53,0.05,73,CASH,Houston
ORD-108458,6/23/2023,Jeans,Clothing,3,127.49,0.15,23,Debit Card,Online
ORD-103967,5/13/2023,Mug,Home & Kitchen,9,17.88,0,25,Debit Card,Online
ORD-101880,1/15/2023,Cookware Set,Home & Kitchen,7,40.23,0.15,72,Apple Pay,New York
ORD-108746,8/28/2023,Lip Balm,Beauty,1,297.01,0.1,19,Credit Card,Phoenix
ORD-109575,5/16/2023,Socks,Clothing,2,278.46,0.2,30,Cash,Online
ORD-105497,12/7/2023,Shampoo,Beauty,8,244.48,0.1,61,Debit Card,Houston
ORD-103588,2/25/2023,Data Science 101,Books,5,486.59,,73,Debit Card,Los Angeles
ORD-107854,2023-13-45,Wireless Mouse,Electronics,8,204.31,0.1,31,Cash,Online
ORD-103866,12/20/2023,Python Guide,Books,5,483.59,0.1,32,Debit Card,Online
ORD-102149,12/10/2023,Fiction Novel,Books,2,338.39,0,68,PAYPAL,Online
ORD-104132,2/3/2023,Air Fryer,Home & Kitchen,4,50000,0.05,64,Credit Card,Houston
ORD-101037,6/8/2023,Lip Balm,Beauty,6,151.49,0,31,Debit Card,Chicago
ORD-100637,11/25/2023,T-Shirt,Clothing,3,104.23,0.15,62,Credit Card,Chicago
ORD-105877,5/2/2023,History Book,Books,3,166.91,0.05,37,PayPal,Houston
ORD-104135,5/5/2023,Mechanical Keyboard,Electronics,N/A,210.66,0.15,56,Debit Card,New York
ORD-106450,Invalid_Date,Python Guide,Books,7,323.78,0,43,Cash,Houston
ORD-101084,1/1/2023,Air Fryer,Home & Kitchen,6,33.99,0.05,26,PayPal,New York
ORD-100862,7/6/2023,Python Guide,Books,1,480.77,0.2,-1,Apple Pay,Phoenix
ORD-105213,8/9/2023,Python Guide,Books,9,47.39,0.1,42,Debit Card,New York
ORD-100904,5/20/2023,USB-C Cable,Electronics,9,470.51,0.1,38,PayPal,Los Angeles
ORD-100192,5/3/2023,Shampoo,Beauty,2,382.42,0.05,50,Apple Pay,New York
ORD-100110,5/16/2023,Blender,Home & Kitchen,5,120.45,0.2,18,PayPal,New York
ORD-104456,5/26/2023,History Book,Books,3,43.84,0.05,0,PayPal,Los Angeles
ORD-101943,9/25/2023,Monitor,Electronics,8,377.44,0.15,70,,Chicago
ORD-109684,2023-13-45,Socks,Clothing,2,43.88,0.2,36,Apple Pay,Chicago
ORD-104332,6/27/2023,Monitor,Electronics,9,467.16,0,46,Apple Pay,New York
ORD-109115,4/16/2023,Data Science 101,Books,7,132.96,0.05,27,Debit Card,Phoenix
ORD-108794,5/30/2023,USB-C Cable,Electronics,3,315.41,0.15,64,PayPal,New York
ORD-102041,12/30/2023,T-Shirt,Clothing,8,411.72,0.05,0,Apple Pay,Chicago
ORD-107811,5/20/2023,Monitor,Electronics,7,347.51,0.1,44,Cash,Online
ORD-107307,1/31/2023,Python Guide,Books,8,362.59,0.15,37,PayPal,Los Angeles
ORD-104879,5/20/2023,Lip Balm,Beauty,7,435.92,0.1,61,Cash,Phoenix
ORD-104660,10/30/2023,Perfume,Beauty,8,291.47,0.15,61,Apple Pay,Chicago
ORD-106839,6/6/2023,Jacket,Clothing,8,432.04,0,47,Credit Card,Chicago
ORD-102776,8/8/2023,Jacket,Clothing,2,452.69,0.05,53,Cash,Phoenix
ORD-104146,2/21/2023,Biography,Books,1,Unknown,0.15,27,PayPal,Houston
ORD-102324,5/4/2023,T-Shirt,Clothing,5,9999.99,0.2,51,Apple Pay,Chicago
ORD-100763,7/29/2023,Wireless Mouse,Electronics,7,453.51,0.15,33,PayPal,Chicago
ORD-102618,2023-13-45,Lip Balm,Beauty,5,130.36,0,55,Debit Card,Houston
ORD-102412,10/31/2023,Blender,Home & Kitchen,4,237.37,0.05,34,PayPal,Online
ORD-101095,6/21/2023,Sunscreen,Beauty,2,323.76,0.05,20,Credit Card,Online
ORD-106583,5/22/2023,Monitor,Electronics,1,131.39,0.1,47,Apple Pay,Online
ORD-107511,1/30/2023,T-Shirt,Clothing,6,421.88,0.05,18,Debit Card,New York
ORD-105959,10/9/2023,T-Shirt,Clothing,4,496.67,0,48,Credit Card,Houston
ORD-103136,8/30/2023,Python Guide,Books,5,36.8,0.1,50,Credit Card,New York
ORD-106063,2/23/2023,Wireless Mouse,Electronics,2,185.87,0.15,38,PayPal,Chicago
ORD-105041,5/11/2023,Monitor,Electronics,3,112.49,0.1,N/A,PayPal,Houston
ORD-105429,1/15/2023,USB-C Cable,Electronics,5,261.59,0.1,51,Cash,Online
ORD-103806,8/27/2023,Moisturizer,Beauty,1,345.76,0.2,48,PayPal,Los Angeles
ORD-100885,5/20/2023,Fiction Novel,Books,8,102.34,0,52,Debit Card,New York
ORD-102655,1/15/2023,T-Shirt,Clothing,8,214.86,0.1,51,Cash,New York
ORD-105670,4/23/2023,Blender,Home & Kitchen,1,0,0.2,39,Debit Card,Los Angeles
ORD-106599,2/25/2023,Fiction Novel,Books,7,201.91,0.1,56,Cash,Chicago
ORD-100465,12/13/2023,Monitor,Electronics,5,66.99,0.05,200,Credit Card,Chicago
ORD-107190,9/4/2023,Biography,Books,9,0,0.05,20,Apple Pay,New York
ORD-108128,5/4/2023,Mug,Home & Kitchen,6,375.63,0,36,PayPal,Online
ORD-106873,5/28/2023,Data Science 101,Books,7,185.19,0.15,34,PayPal,Phoenix
ORD-107467,2/5/2023,Headphones,Electronics,1,12.17,0,47,Apple Pay,Phoenix
ORD-105193,11/12/2023,History Book,Books,9,159.73,0,68,Credit Card,Los Angeles
ORD-109977,2023-13-45,Coffee Maker,Home & Kitchen,4,227.12,0.1,19,Cash,Los Angeles
ORD-105301,6/23/2023,T-Shirt,Clothing,6,496.93,0,28,Debit Card,New York
ORD-102203,2/15/2023,Mechanical Keyboard,Electronics,7,129.85,0.1,45,Credit Card,Los Angeles
ORD-107744,1/6/2023,Mechanical Keyboard,Electronics,6,37.06,0,25,PayPal,Online
ORD-107708,1/15/2023,Jacket,Clothing,2,-1,0.2,31,Cash,Chicago
ORD-101263,7/6/2023,Blender,Home & Kitchen,2,80.81,0.1,72,credit card,Online
ORD-105704,8/24/2023,Jeans,Clothing,2,307.61,0.15,58,Cash,New York
ORD-100976,4/10/2023,Coffee Maker,Home & Kitchen,3,43.02,0.1,49,Credit Card,Chicago
ORD-106524,9/13/2023,Wireless Mouse,Electronics,7,171.49,0.05,51,Credit Card,Houston
ORD-104926,2/22/2023,USB-C Cable,Electronics,2,69.76,0.15,31,,Houston
ORD-100942,5/17/2023,Jacket,Clothing,8,469.8,0.15,48,Apple Pay,Online
ORD-105264,8/17/2023,Mug,Home & Kitchen,Unknown,344.58,0.05,40,Apple Pay,Los Angeles
ORD-104724,8/16/2023,Biography,Books,5,367.82,0.1,999,PayPal,New York
ORD-102388,5/20/2023,Python Guide,Books,5,110.46,0,30,Cash,Phoenix
